Ticket;Open;Type;Volume;Symbol;Price;SL;TP;Close;Price;Swap;Commissions;Profit;Pips;"Trade duration in seconds"
325191197;"2024-12-17 07:00:08";sell;0.56;EURUSD;1.05081;0;1.04964;"2024-12-17 09:57:37";1.04965;0;-1.68;64.96;11.6;10649
325191207;"2024-12-17 07:00:15";buy;0.76;GBPUSD;1.26793;0;1.26952;"2024-12-17 09:02:32";1.26945;0;-2.28;115.52;15.2;7337
325172249;"2024-12-16 21:00:14";buy;0.63;GBPUSD;1.26987;0;1.26952;"2024-12-17 09:02:31";1.26944;-1.45;-1.89;-27.09;-4.3;43337
325193598;"2024-12-17 08:00:18";buy;0.84;GBPUSD;1.26763;0;1.26952;"2024-12-17 09:02:31";1.26944;0;-2.52;152.04;18.1;3733
325175423;"2024-12-16 22:00:16";buy;0.69;GBPUSD;1.26839;0;1.26952;"2024-12-17 09:02:30";1.26946;-1.59;-2.07;73.83;10.7;39734
325175421;"2024-12-16 22:00:10";buy;0.69;GBPUSD;1.26839;0;1.26951;"2024-12-17 09:01:54";1.26945;-1.59;-2.07;73.14;10.6;39704
325172259;"2024-12-16 21:00:17";buy;0.63;GBPUSD;1.26983;0;1.26951;"2024-12-17 09:01:53";1.26945;-1.45;-1.89;-23.94;-3.8;43296
325191206;"2024-12-17 07:00:14";buy;0.76;GBPUSD;1.26793;0;1.26951;"2024-12-17 09:01:52";1.26946;0;-2.28;116.28;15.3;7298
325193595;"2024-12-17 08:00:15";buy;0.84;GBPUSD;1.26762;0;1.26951;"2024-12-17 09:01:52";1.26946;0;-2.52;154.56;18.4;3697
325167364;"2024-12-16 20:00:16";sell;0.56;EURUSD;1.05116;0;1.05092;"2024-12-17 06:46:22";1.05093;1.22;-1.68;12.88;2.3;38766
325183834;"2024-12-17 03:00:18";sell;0.68;EURUSD;1.05284;0;1.05092;"2024-12-17 06:46:22";1.05093;0;-2.04;129.88;19.1;13564
325172266;"2024-12-16 21:00:19";sell;0.62;EURUSD;1.05217;0;1.05092;"2024-12-17 06:46:22";1.05093;1.35;-1.86;76.88;12.4;35163
325153361;"2024-12-16 18:00:18";buy;0.63;GBPUSD;1.26914;0;1.26982;"2024-12-16 20:59:00";1.26985;0;-1.89;44.73;7.1;10722
