Ticket;Open;Type;Volume;Symbol;Price;SL;TP;Close;Price;Swap;Commissions;Profit;Pips;"Trade duration in seconds"
58938287;"2024-12-20 17:00:29";buy;0.50;GBPUSD;1.25481;0;1.25585;"2024-12-20 18:17:18";1.25578;0;-1.5;48.5;9.7;4609
58938285;"2024-12-20 17:00:29";buy;0.50;GBPUSD;1.25481;0;1.25585;"2024-12-20 18:17:18";1.25582;0;-1.5;50.5;10.1;4609
58947399;"2024-12-20 18:00:19";buy;0.55;GBPUSD;1.25391;0;1.25585;"2024-12-20 18:17:17";1.25582;0;-1.65;105.05;19.1;1018
58876608;"2024-12-20 03:00:20";buy;1.17;GBPUSD;1.24898;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.51;616.59;52.7;44988
58885726;"2024-12-20 06:00:22";buy;1.29;GBPUSD;1.24817;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.87;784.32;60.8;34186
58885714;"2024-12-20 06:00:14";buy;1.41;GBPUSD;1.24816;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-4.23;858.69;60.9;34194
58873658;"2024-12-20 02:00:14";buy;1.06;GBPUSD;1.24975;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.18;477;45;48594
58876597;"2024-12-20 03:00:12";buy;1.17;GBPUSD;1.24897;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.51;617.76;52.8;44996
58883063;"2024-12-20 05:00:15";buy;1.29;GBPUSD;1.24877;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.87;706.92;54.8;37793
58873659;"2024-12-20 02:00:14";buy;1.06;GBPUSD;1.24975;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.18;477;45;48594
